0.00555556	0.937131
0.0111111	0.891872
0.0166667	0.862691
0.0222222	0.697088
0.0277778	0.390708
0.0333333	0.402732
0.0388889	0.380072
0.0444444	0.391722
0.05	0.396925
0.0555556	0.308574
0.0611111	0.123059
0.0666667	-0.058637
0.0722222	-0.0529274
0.0777778	-0.0194304
0.0833333	0.0319644
0.0888889	-0.0200181
0.0944444	-0.0653048
0.1	-0.0605894
0.105556	-0.0173778
0.111111	0.0236481
0.116667	0.00829443
0.122222	0.0177761
0.127778	0.0191062
0.133333	-0.00263627
0.138889	-0.00775624
0.144444	-0.0197793
0.15	0.00656668
0.155556	-0.0113922
0.161111	0.00442621
0.166667	0.00908357
0.172222	-0.00312106
0.177778	-0.000249245
0.183333	0.00487474
0.188889	0.0143527
0.194444	-0.000351432
0.2	-0.00381022
0.205556	-0.00588639
0.211111	-0.00692
0.216667	-0.00209955
0.222222	-0.00374943
0.227778	-0.000714755
0.233333	0.0030425
0.238889	-0.000148341
0.244444	-0.00523025
0.25	-0.010335
0.255556	-0.00946863
0.261111	-0.0067478
0.266667	-0.00348243
0.272222	-0.000887934
0.277778	-0.00222629
0.283333	0.00217717
0.288889	0.00613165
0.294444	0.00496998
0.3	0.000849484
0.305556	0.00460504
0.311111	-0.00267192
0.316667	0.00525908
0.322222	-0.000641685
0.327778	-0.0027288
0.333333	-0.000430923
0.338889	-0.00237926
0.344444	-0.00408026
0.35	-0.000789059
0.355556	-0.00120745
0.361111	0.000602396
0.366667	0.00183999
0.372222	-0.00268025
0.377778	0.000918277
0.383333	-0.00267971
0.388889	0.00107541
0.394444	0.00458763
0.4	0.00377968
0.405556	-0.00265009
0.411111	0.00342424
0.416667	-0.00143994
0.422222	0.00360038
0.427778	0.00153116
0.433333	-0.000385364
0.438889	0.00508747
0.444444	-0.00599515
0.45	0.00321318
0.455556	-0.00380169
0.461111	0.00379511
0.466667	-0.00362794
0.472222	0.00350833
0.477778	-0.000115633
0.483333	0.00186838
0.488889	-0.00178803
0.494444	0.00278437
