0.00555556	0.445444
0.0111111	0.336841
0.0166667	0.551779
0.0222222	0.11345
0.0277778	0.175829
0.0333333	0.190837
0.0388889	0.180489
0.0444444	0.252608
0.05	0.198807
0.0555556	0.124918
0.0611111	-0.00341876
0.0666667	-0.0137074
0.0722222	0.0128357
0.0777778	0.00519048
0.0833333	-0.00831399
0.0888889	-0.0123713
0.0944444	-0.0379219
0.1	0.010527
0.105556	-0.00906223
0.111111	0.00980585
0.116667	0.0413586
0.122222	0.023413
0.127778	0.0013222
0.133333	0.00749939
0.138889	0.00289594
0.144444	0.0123302
0.15	0.00374554
0.155556	-0.00563869
0.161111	0.0228667
0.166667	0.00256955
0.172222	-0.00239733
0.177778	0.0249404
0.183333	0.0178767
0.188889	0.0065388
0.194444	-0.00693306
0.2	0.0132198
0.205556	0.0157428
0.211111	-0.0141788
0.216667	0.0106775
0.222222	0.00265743
0.227778	0.011751
0.233333	0.0159078
0.238889	0.000108379
0.244444	-0.00243271
0.25	-0.00242041
0.255556	-0.00460007
0.261111	0.00387676
0.266667	0.00313843
0.272222	0.00293237
0.277778	-0.000318551
0.283333	-0.00870173
0.288889	-0.00777815
0.294444	-0.00849871
0.3	0.00448507
0.305556	-0.00929293
0.311111	-0.0124329
0.316667	-0.00363724
0.322222	-0.00181919
0.327778	0.00300748
0.333333	0.00444035
0.338889	0.00836017
0.344444	0.0146258
0.35	0.0123254
0.355556	0.00439563
0.361111	0.00306712
0.366667	0.00309386
0.372222	0.00262397
0.377778	0.000998279
0.383333	0.00370208
0.388889	-0.00506765
0.394444	-0.000766879
0.4	-0.00612425
0.405556	-0.00373069
0.411111	0.00537891
0.416667	-0.00136679
0.422222	-0.000779137
0.427778	-0.00450978
0.433333	-0.00934624
0.438889	-0.00505226
0.444444	-0.0114644
0.45	0.00631351
0.455556	0.00637647
0.461111	-0.00922735
0.466667	0.00468127
0.472222	-0.0034627
0.477778	0.00485068
0.483333	0.00923451
0.488889	0.0110512
0.494444	0.00709386
