0.00555556	0.512441
0.0111111	0.462198
0.0166667	0.661604
0.0222222	0.287854
0.0277778	0.265905
0.0333333	0.316382
0.0388889	0.220195
0.0444444	0.248978
0.05	0.2047
0.0555556	0.140454
0.0611111	0.0337862
0.0666667	0.0189554
0.0722222	-0.00658226
0.0777778	-0.0300236
0.0833333	-0.0155262
0.0888889	0.0274867
0.0944444	0.00900366
0.1	-0.018458
0.105556	0.00341985
0.111111	-0.00168211
0.116667	0.0172563
0.122222	0.0252179
0.127778	0.00462168
0.133333	-0.00456141
0.138889	0.0248229
0.144444	0.00927855
0.15	0.0169576
0.155556	0.011962
0.161111	0.0336937
0.166667	0.033042
0.172222	0.0251936
0.177778	0.0107024
0.183333	0.0156031
0.188889	0.0104722
0.194444	0.0146729
0.2	0.00499674
0.205556	-0.00867214
0.211111	0.00534843
0.216667	0.0237054
0.222222	0.00230752
0.227778	0.00697281
0.233333	0.00418522
0.238889	5.6109e-05
0.244444	-0.011288
0.25	-0.00538923
0.255556	-0.00505462
0.261111	0.0141827
0.266667	0.00564391
0.272222	0.00294212
0.277778	0.00365059
0.283333	0.00118308
0.288889	0.00237123
0.294444	0.00065118
0.3	0.0015922
0.305556	-0.00306335
0.311111	-0.00283542
0.316667	0.00275537
0.322222	0.00245356
0.327778	0.0130934
0.333333	-0.00681593
0.338889	0.00431519
0.344444	0.00231006
0.35	0.00506029
0.355556	-0.0104616
0.361111	0.00724735
0.366667	-0.00558426
0.372222	-0.000406144
0.377778	-0.00345282
0.383333	-0.00915768
0.388889	0.00285393
0.394444	0.0018706
0.4	-0.00537265
0.405556	-0.00259319
0.411111	0.00941801
0.416667	-0.00310434
0.422222	0.00499711
0.427778	-0.00622889
0.433333	0.00354675
0.438889	-0.00318199
0.444444	0.00866641
0.45	-0.00559264
0.455556	0.00250079
0.461111	0.00133336
0.466667	-0.00294555
0.472222	0.00134206
0.477778	-0.00592339
0.483333	0.00465706
0.488889	0.00338897
0.494444	0.00379625
